h_pred
0.139457
0.170953
0.069982
0.999562
0.996740
1.107752
0.634483
0.750480
0.841204
-1.047463
-0.878987
-1.091865
0.835452
0.974394
3.571378
3.493682
3.484541
0.359824
0.422478
0.541859
-0.040758
-0.029279
-0.033160
1.917832
1.852765
1.777500
-0.434502
1.569233
1.471197
1.542493
2.600164
2.637813
2.698846
-0.599642
-0.677435
0.545108
2.053103
1.899102
-0.516344
-0.521637
-0.343649
-0.321340
-0.160673
-0.129781
-1.002538
-0.849482
-0.734704
-0.623185
-0.633564
-0.561378
-0.785597
-0.200536
-0.081808
-0.376747
1.869014
1.817736
1.708144
0.605424
0.685862
0.846865
0.342654
0.207297
0.319807
0.609942
0.455526
0.373006
3.712511
0.656031
0.531623
0.580150
1.799041
1.723316
0.329916
0.291448
3.337756
3.229116
3.232522
-0.193231
-0.326766
-0.358250
1.037984
0.994681
0.925258
1.277382
1.075379
0.580372
-0.246837
-0.229299
1.882947
1.875613
1.779045
-0.433941
0.464773
0.372446
-0.790430
0.559592
-0.356090
-0.341829
0.517094
0.463245
1.959921
2.042069
-0.244442
-0.549915
0.398318
0.298589
0.405431
0.596642
1.735903
1.900266
1.845120
-0.072857
-0.168099
0.733773
-0.096007
-0.109260
0.611753
0.628095
0.726072
1.417920
1.364597
1.273215
-0.488997
0.926969
0.847858
0.834605
0.771323
0.865916
-0.029277
-0.175421
-0.050750
0.635422
0.523035
0.441939
0.394030
0.318737
0.313312
0.214221
-1.199093
-1.086100
-1.180362
-0.147822
-0.239949
-0.325438
-0.226043
0.774008
0.497298
0.121526
-0.037929
0.123540
-0.128236
-0.018140
-0.298341
3.478357
3.594131
3.495485
0.386372
2.545616
2.222718
2.358902
0.688180
0.599778
-0.178736
-0.141457
-0.124135
0.479957
0.175855
1.962769
1.971084
1.785076
1.725741
1.672027
0.578226
0.454599
1.481459
0.576421
-0.009462
0.449704
0.477987
0.061597
3.226207
3.181939
0.519959
0.644341
0.576480
0.383319
0.267948
2.185807
2.090337
2.233331
-0.091990
-0.180936
-0.212523
0.539221
0.222857
0.272184
3.099993
3.011092
3.075193
2.044707
2.037331
-0.109058
-0.015134
0.471142
0.509070
1.601984
0.525193
0.367977
0.350648
0.570919
0.160285
0.697484
0.717768
-1.142892
-1.236333
1.496837
-0.648554
-0.757284
-0.589305
1.738104
1.572688
1.693753
3.084838
3.047934
-0.526761
0.038843
-0.007779
0.105146
1.326195
1.164705
1.198683
3.211691
1.524509
1.647251
2.955729
0.394076
0.366943
0.460238
0.454880
0.529681
1.513375
1.373854
1.457776
0.655752
3.179321
3.235935
3.185392
0.101887
3.343077
3.477305
3.389467
2.863579
2.957699
2.230609
2.038190
2.276211
3.498984
3.400805
3.593749
1.144191
1.051764
1.116757
2.332812
2.198987
2.319697
1.403643
1.152490
1.170030
2.075390
2.126284
2.004431
2.082107
1.986112
1.904853
2.950369
2.906536
2.969000
0.489212
0.566035
2.380731
2.263676
0.329763
0.227105
0.244201
0.051575
0.039240
0.657162
0.740159
1.327170
-0.501094
-0.724984
-0.633997
3.343585
3.417534
1.073142
0.882225
1.067171
0.109192
0.095261
0.447135
0.088714
-0.090428
-0.009858
1.816948
1.849608
2.015812
0.575345
1.622267
0.689284
3.471873
3.351964
3.502235
2.812723
2.681174
2.624929
3.070488
-0.828995
-0.918905
1.575419
1.753411
1.661275
1.646005
1.605113
1.472859
2.210054
2.016799
3.097325
3.053687
0.182845
-0.009563
2.114082
2.171656
2.250271
0.620808
0.615282
0.741364
0.776685
2.078066
1.867052
1.891470
1.752339
1.501790
2.411007
2.380328
3.038018
2.949646
2.930158
1.726030
1.641548
1.784393
2.580807
2.593611
-0.738069
-0.574439
-0.519462
2.989981
3.117024
-0.840538
-0.690209
-0.673431
