-114.179291,-249.481613,397.933014
-101.10656,-268.765381,386.246735
-104.989693,-266.117615,404.4729
-101.427879,-256.284393,273.813751
-114.317291,-249.204742,276.431183
-109.294395,-254.620529,259.868805
12.748987,-60.442314,333.237213
24.256052,-70.471741,326.555267
43.730103,-71.25853,321.104156
-284.668152,-113.340752,533.830627
-262.044373,-121.768745,520.450928
-283.614014,-92.314262,528.421509
32.560387,-91.729362,320.001831
52.760998,-87.349388,309.537476
42.421162,-217.159653,27.734844
52.458527,-205.314331,33.667183
36.374691,-209.515549,37.160793
46.411819,23.010359,355.416565
42.146759,3.443552,352.482361
65.207634,8.827366,351.840942
-4.480583,-174.688751,438.850281
2.584236,-179.953476,437.345764
-15.129098,-164.322876,437.902008
-105.71521,-242.799774,152.135529
-86.594757,-256.22757,158.185791
-110.493202,-249.573074,167.70929
-250.146439,-113.259758,426.13916
-96.836441,-267.98584,194.211121
-87.317162,-275.318207,208.067932
-106.065598,-265.261841,198.337524
147.306992,227.731003,127.218651
158.364868,218.441956,123.458534
162.724762,219.006775,115.157722
-92.491524,-65.466583,515.871643
-75.578133,-55.294495,523.591675
53.575634,-10.898225,348.899658
-105.850754,-232.130798,137.611404
-120.38765,-235.895203,153.697113
-207.309128,-142.543442,498.574554
-211.950851,-148.884369,499.332031
-173.257507,-150.458984,481.329437
-175.445221,-127.606422,469.341095
-149.487015,-144.489914,457.500732
-151.80896,-136.007706,449.87796
-273.123383,-85.622292,512.716125
-254.717026,-102.294518,508.581024
-242.567245,-96.93148,493.158234
-224.034592,-124.736626,502.408722
-226.666977,-133.423615,505.765686
-215.024643,-117.090408,492.799896
-246.882385,-117.840065,511.139435
-147.048325,-164.746643,466.874908
-129.230362,-161.825378,450.790253
-184.610413,-161.77301,485.386871
-136.115463,-8.307156,216.73674
-136.935547,-18.123152,221.695099
-129.924149,-1.752692,234.330383
47.319855,-28.27195,343.007202
44.207386,-49.578815,332.274872
71.49855,-46.454315,326.708893
-85.225296,-290.316101,354.431946
-73.546616,-285.3703,372.445526
-100.825111,-277.60144,362.002563
-23.038584,31.526625,344.628723
-5.99981,3.438155,346.999786
15.18374,36.35733,354.508728
-117.876892,-180.463196,8.174095
-44.827808,-304.020142,303.116364
-40.690235,-309.820099,319.1315
-54.210823,-302.876129,316.62085
-59.391281,-265.880157,166.822495
-74.757248,-266.682037,174.48201
13.655251,4.950634,350.836609
22.749239,19.849257,354.034882
-120.6959,-45.627918,42.960381
-104.019379,-51.216732,49.520275
-104.008057,-44.215477,49.661945
-97.314003,-216.373886,445.652588
-77.480118,-235.450882,446.523895
-73.008911,-214.341385,449.207977
-144.601578,-159.255966,294.94986
-144.133728,-169.713364,298.156982
-139.69902,-154.492294,311.185791
-100.469604,-268.131165,234.777191
-95.154793,-262.378235,261.373077
-12.978244,49.403763,348.080688
-22.97191,-277.201599,426.751495
-52.256329,-280.640381,429.496796
174.982635,-31.711203,225.804276
179.056854,-11.468982,225.673172
167.676544,-10.342475,235.360321
-45.785534,-240.974686,446.282379
-89.934875,-293.374939,336.027649
40.437206,46.670143,357.376099
-253.679459,-134.835846,515.402588
13.18336,-49.826817,336.693848
-47.407043,-260.313904,440.637482
-33.742233,-266.542328,436.292664
2.548073,54.228153,352.803284
27.141537,59.736633,356.349487
-77.354027,-249.436218,147.860718
-96.560966,-237.453461,138.687958
-158.32901,-147.669174,468.940857
-215.645172,-107.090454,482.642609
-128.392822,-256.704346,360.529907
-122.170761,-254.598038,375.030792
-135.949158,-243.328613,363.053833
9.940355,76.46067,351.694
-64.772064,131.018433,233.505737
-62.307869,149.153107,219.559311
-74.069237,135.391068,223.937332
-120.303368,-172.568481,449.565735
-137.770828,-179.895584,460.075165
73.122299,-23.725098,339.230927
-131.194855,-193.123474,449.670532
-113.345757,-195.877853,446.7229
81.405991,24.225872,350.927765
78.412262,2.011899,347.383423
91.419128,4.908782,342.39978
-112.657967,-260.621796,217.377518
-97.087845,-270.26767,222.422974
-108.923576,-262.897034,236.373016
-212.528229,-156.914474,494.700867
-102.559395,-263.535431,281.129028
-91.869003,-276.32962,286.414978
-114.063797,-267.212799,291.390533
86.989006,-16.427881,336.650757
101.583122,-11.620824,330.125977
-45.029167,-130.800095,433.5242
-52.206532,-130.243332,454.808838
-44.473083,-142.145462,439.190674
-74.553131,-297.078186,309.664825
-71.149185,-301.298401,325.046967
48.343407,-294.777679,334.273529
50.293777,-295.190491,342.273285
43.333786,-302.55722,350.687103
51.177063,-289.373718,357.17984
42.120544,-293.765381,369.456482
-306.110535,-100.348701,540.567688
-292.813934,-114.66024,537.40863
-296.619446,-96.150993,540.615662
2.982704,-274.073853,419.883728
-9.602181,-264.635345,430.70047
-59.040447,-113.702911,474.896057
-58.786949,-132.907349,461.426697
-93.150856,-283.346649,293.821014
48.541145,-291.149933,326.206116
34.717819,-286.806,386.10791
18.463833,-275.901062,408.866882
30.437946,-292.70813,383.404572
-12.347071,-186.006958,444.43219
13.092336,-199.111008,435.212219
-172.845749,-170.488586,476.787415
113.363953,-127.507011,29.759031
121.074577,-130.140625,14.357825
127.422493,-115.919846,30.502611
-114.455322,-270.992371,356.191193
-138.230423,-100.545166,126.002686
-160.627853,-103.293785,158.095062
-148.076065,-89.298004,147.83168
-135.449295,-147.842606,343.280457
-146.008636,-168.952728,352.321136
-64.82666,-147.266083,455.318665
-50.990009,-161.258286,447.396301
-53.000488,-153.572815,448.168182
55.87648,-284.423096,332.457886
42.669579,-277.821106,381.91745
58.482616,208.588043,205.017181
36.408512,209.76796,207.463821
46.722832,202.777405,229.303268
-116.489601,-248.487732,175.450714
-100.513481,-258.142029,181.096252
-30.484051,-38.516804,334.632904
-3.828844,-42.418118,338.492737
-108.877602,-263.47287,208.014679
-89.686386,-293.673615,319.652588
-123.078964,-156.190872,440.490631
46.522884,61.273159,356.922943
62.641121,49.767914,356.436981
31.232313,-263.889893,404.127472
-38.773235,-145.3741,42.911823
-25.372976,-141.773422,48.275272
28.81934,75.832619,354.453308
49.576405,-284.868958,303.360748
59.96117,-278.274292,317.792023
55.450344,-271.430542,352.331024
50.277004,-277.217194,367.719482
-159.171356,65.323509,190.381699
-149.753036,71.152771,203.501892
-149.769852,83.808342,184.680908
-62.754112,-81.612274,423.250702
-69.33448,-64.92453,429.421265
-60.472031,-63.311371,433.742004
-119.323807,-271.924103,332.833069
-110.520058,-260.172943,382.536102
-125.68364,-248.086182,380.029327
-101.404785,-54.688286,67.400749
-106.893723,-60.601612,79.971375
-97.510117,-48.087364,71.225037
-140.894821,-10.57081,197.722931
-143.799438,-29.657272,196.698959
10.128112,-260.814392,423.434937
20.765978,-258.063293,416.967926
-138.974945,-241.092026,354.092926
-133.232422,-252.053253,345.171173
-128.096802,-249.634613,194.195053
-125.04335,-138.301987,364.954041
-135.097809,-153.95665,385.191071
-123.498344,-141.956146,388.133606
63.377094,-270.077332,322.062134
39.791714,-261.11377,392.606476
47.35424,-281.317566,295.868805
56.604588,-269.814758,296.669617
-308.392639,-54.185333,501.537354
-308.953278,-57.799843,523.660767
-129.456573,-245.701462,210.08548
-109.033096,-20.832472,489.144653
-105.360641,1.535061,491.336945
-99.840645,-16.20949,471.588928
67.601959,201.015472,230.505753
67.31266,192.917038,252.252701
79.122101,196.386887,235.944702
64.023018,231.425278,58.72501
76.347412,237.996078,61.481529
-106.415718,-33.525345,474.208405
-172.926926,-135.18956,411.167297
